ne2001,mw_halo,lg_igrm
2.5010833740234375,23.929752184260327,0.868487800133604
2.501082420349121,25.197032519775213,0.8583269371678668
2.5010826587677,23.828754404666366,0.8631408751068024
2.5010833740234375,23.884008565355206,0.8719587066441203
2.5043249130249023,23.937289441257477,0.8771989025277365
2.5043225288391113,25.198793508082847,0.8659490207535461
2.504319429397583,25.016522434573435,0.853788601096723
2.504317045211792,26.451868413107704,0.849874574558009
2.504317283630371,23.19605907506375,0.8562290024794983
2.504319429397583,23.805560979853087,0.866474691741272
2.5043227672576904,22.76155264748764,0.8749523704759683
2.5043253898620605,23.15178214113839,0.879872444669862
2.7280893325805664,23.604163970346672,0.8864939673433851
2.509732961654663,24.525546614480064,0.8770650785518301
2.5097265243530273,26.794644551629816,0.8630914953096493
2.509719133377075,25.24041181401321,0.8497766838655512
2.5097126960754395,26.481453559488394,0.8418680791908706
2.509708881378174,26.023436988730293,0.8419416490905451
2.509709358215332,24.354527122189165,0.8493414802816921
2.5097126960754395,25.6170577421595,0.8600021786218051
2.5097193717956543,23.753613816331608,0.8696034664773302
2.5097267627716064,22.989546495832965,0.8773614920568216
2.5097334384918213,23.14586265114839,0.8840931464462005
2.7281041145324707,21.719090969073108,0.8883279578010503
3.1813933849334717,24.65846454802803,0.8972698982966829
2.957090377807617,23.559741101081105,0.889049742285521
2.517314910888672,26.484492421818352,0.875483395051941
2.5173025131225586,26.332252766013625,0.8600158628024228
2.517289161682129,27.082576851451265,0.8458354221122679
2.5172767639160156,28.48408373919708,0.8357208324486607
2.5172674655914307,30.15264312051246,0.8315066075956605
2.5172622203826904,29.45491809047317,0.8338777324777571
2.5172629356384277,26.72656257215865,0.8420766945269742
2.5172677040100098,27.827090943354314,0.8533221310652293
2.517277240753174,25.788008967468382,0.8640045094763922
2.517289400100708,25.289095811617734,0.872468258582032
2.517302989959717,24.101969120688363,0.8796508288511804
2.956820011138916,22.778257515066397,0.8868864708367219
3.1812026500701904,21.697043058279718,0.8939080945814464
3.1814424991607666,22.211655025413094,0.898390649724085
3.6489551067352295,24.768289819330562,0.9100793666998661
3.418769598007202,23.167187010250675,0.9025793631917074
2.9671196937561035,24.150083931149712,0.8892276459991941
2.5270822048187256,27.621313274843786,0.8730984495685454
2.5270626544952393,27.183030491019107,0.8567294925659885
2.5270416736602783,30.29454459272625,0.8419316405593471
2.527021884918213,30.878436440099453,0.8304617672573773
2.5270049571990967,32.096576205222725,0.8235539259555922
2.5269927978515625,30.606395826306482,0.8218400878720635
2.5269861221313477,29.86480482016051,0.8256159126169726
2.526987075805664,29.400763647871,0.834372344682754
2.5269932746887207,28.40288092201383,0.8461534362077296
2.527005195617676,27.731340250796546,0.8579619012766508
2.527021884918213,24.970664693771194,0.8675791053529585
2.5270419120788574,26.540335037055698,0.8750521629525951
2.5270628929138184,25.32824110438208,0.8819059009481238
3.1908435821533203,24.075083375197767,0.889424499698654
3.4183456897735596,22.232900984543093,0.8977814886836213
3.648726463317871,22.135489305550564,0.9056451742803935
3.6490461826324463,23.444052841079074,0.9105966976535922
3.8951292037963867,23.093063451848217,0.9251677793996615
3.894820213317871,25.001260344909728,0.9181875973966904
3.66141939163208,24.680950797000282,0.9046937992324744
3.2037017345428467,27.899642354883245,0.887681804575674
2.757631540298462,28.834170350525586,0.870091635210889
2.539022445678711,29.335135537234414,0.8532667835638208
2.5389926433563232,32.47267678686503,0.8381109333882482
2.538963794708252,32.89230373909272,0.8258117648487839
2.53893780708313,33.88047046692872,0.8172265107260297
2.53891658782959,31.112120653475856,0.812722556964202
2.5389013290405273,28.577301577298762,0.8126364963467718
2.538893222808838,28.36739268753212,0.8172656950931159
2.5388946533203125,28.510359197067533,0.8263231490024161
