Dist_4.0Mpc,Dist_12.0Mpc,Dist_20.0Mpc,Dist_28.0Mpc,Dist_36.0Mpc,Dist_44.0Mpc,Dist_52.0Mpc,Dist_60.0Mpc,Dist_68.0Mpc,Dist_76.0Mpc,Dist_84.0Mpc,Dist_92.0Mpc,Dist_100.0Mpc,Dist_108.0Mpc,Dist_116.0Mpc,Dist_120.0Mpc
0.0,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,4.284645125509135,102.21745358971236,102.21745358971236
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.75597133251665,155.75597133251665
0.0,0.971978265118043,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712455,4.475381299712454
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.625054718515,150.12312856105302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.13647464845246,395.3123899481472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526,4.249683798460526
0.0,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414,1.5550730727312414
0.0,4.155053656498976,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267,25.69722583370267
0.0,0.0,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687,1.8740752128868687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9208333073418,54.9208333073418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5494508328190972,7.543700332887544,7.543700332887544,7.543700332887544,603.7513689033623,603.7513689033623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.6152698078535,398.6152698078535
0.0,0.0,0.0,0.0,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806,3.9149388126806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608,1.9544441246067608
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902,8.347610934915902
0.0,0.0,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119,5.052603135520119
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.26280903969403,126.26280903969403
0.0,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,2.7120709347093936,309.294719811349,309.294719811349
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.13006084703207,146.33255419428295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223,3.1618516682946223
0.0,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987,4.906511194273987
0.0,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478,11.005170934616478
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.36440105673783,46.36440105673783
0.0,0.0,0.0,0.0,0.0,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669,1.618208127851669
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951,4.46323907303951
0.0,5.625931300962745,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277,8.071454690804277
0.0,19.966949046986027,22.41034079803004,22.41034079803004,22.41034079803004,22.41034079803004,22.41034079803004,22.41034079803004,22.41034079803004,22.41034079803004,28.07977991486428,28.07977991486428,28.07977991486428,28.07977991486428,280.9967013716583,280.9967013716583
0.0,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024,9.755868045418024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613,1.9276482859541613
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267,2.0082208181586267
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285,1.0726171666090285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115,1.7142642511166115
0.0,3.725744578286134,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354,4.017899246698354
0.0,8.752124273674477,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903,16.883156186800903
0.0,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029,1.741907932680029
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368,4.410177129428368
0.0,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855,4.733521782769855
0.0,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647,0.5662326770235647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5165801380993091,1.5165801380993091,1.5165801380993091,1.5165801380993091,1.5165801380993091,1.5165801380993091,1.5165801380993091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276,1.7847602512433276
0.0,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321,4.007075699128321
0.0,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486,5.471319013693486
0.0,0.6342735169134897,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716,3.119530518037716
0.0,0.0,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145,10.2830405212145
0.0,0.0,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243,4.603513302224243
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.249546041289288,4.249546041289288
0.0,0.0,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284,5.978085253516284
0.0,0.0,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061,0.871938296509061
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447,0.678810165361447
0.0,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369,4.666124305477369
0.0,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055,13.171021595951055
0.0,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169,5.400284714493169
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.18785744040271,1.18785744040271,1.18785744040271,1.18785744040271,16.52358224692864,18.2880398689888,18.2880398689888,18.2880398689888,18.2880398689888,18.2880398689888,18.2880398689888,18.2880398689888,18.2880398689888
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83603138183266,9.83603138183266
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
